标注说明：,,,,,,,,,,,,,,,
无用：0,,,,,,,,,,,,,,,
正面：1,,,,,,,,,,,,,,,
负面：2,,,,,,,,,,,,,,,
中性：3,,,,,,,,,,,,,,,
正面、负面均为有用评论,,,,,,,,,,,,,,,
分工,序号,评论ID,用户昵称,用户ID,评论内容,发布时间,点赞数,是否为子评论,父评论ID,爬取时间,来源文件,来源工作表,读取时间,标注,分工.1
蔡欣颖,3702,262730000000.0,谬可乳糖不耐,380927350.0,深圳这两年人行道上狂飙的电驴特别多，查查是应该的，深圳人行道有时候比马路还危险,2025-05-25 14:35:59,0,否,,2026-01-21 12:28:19,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,535,244809000000.0,摩羯鬼弥,11987690.0,"依据《中华人民共和国道路交通安全法实施条例》第四十五条，对于没有限速标志、标线的道路，机动车在城市道路上的最高行驶速度规定如下：法规

在没有道路中心线的城市道路上，最高行驶速度为每小时30公里；
在同方向只有1条机动车道的城市道路上，最高行驶速度为每小时50公里。 
汽车没限速？？？ 没考过驾照就去考 考过了就好好看看 别把无知当骄傲 
汽车能开120那是什么条件 单向通行 且无行人 
你电动车什么路面条件 随时都有逆行 闯红灯的 还有行人混行 
机动车都限速30 你电动车限速25不过分吧 
还有 如果你是人云亦云 请你独立思考一下 
如果不是 那麻烦你至少看一下条件 要不然治好了也是流口水",2024-10-20 11:24:40,0,是,244443000000.0,2026-01-21 12:40:36,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据,2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,256,262682000000.0,让你开心一次,1118613458.0,9号48v也能跑65码,2025-05-24 23:25:15,63,否,,2026-01-21 12:17:12,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,3.0,蔡欣颖
蔡欣颖,729,128350000000.0,尤同学很专注,1489304330.0,有道理,2022-09-01 14:31:03,0,是,128327000000.0,2026-01-21 12:09:26,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,1336,244548000000.0,大只佛系蚊,449097179.0,假的125吧。我的光阳100地板油都能上95，五羊本田125能上105[doge]（25年前）,2024-10-16 23:11:06,0,是,244453000000.0,2026-01-21 12:42:50,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据,2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,544,274724000000.0,我有病大病,28603307.0,回复 @猫毛鱼 :不能解码还不能改喽，控制器换了，这又不是什么防拆带自毁的东西，合法不好弄，非法还不行吗,2025-08-31 21:25:41,6,是,274689000000.0,2026-01-21 12:54:45,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,1640,263842000000.0,普州人士,487925608.0,哪里哪里(ー_ー)!!,2025-05-26 19:40:50,0,是,263842000000.0,2026-01-21 12:20:47,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,0.0,蔡欣颖
蔡欣颖,3892,262708000000.0,汤圆子6,510353354.0,应该处罚资本商家[辣眼睛][辣眼睛][辣眼睛],2025-05-25 10:05:38,0,否,,2026-01-21 12:29:00,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,2.0,蔡欣颖
蔡欣颖,1265,244509000000.0,薄暮晨曦-暗区突围,3461570000000000.0,还是我的自行车好,2024-10-16 13:08:42,1,否,,2026-01-21 12:42:39,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据,2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,3101,172045000000.0,人到中年的领悟,404271235.0,新国标 旧国标 随便出，但为什么要禁摩限行？有法律依据？如果真为了安全 大可以把汽车禁了 骑摩托和电瓶车的肯定安全不少,2023-06-27 20:33:53,0,否,,2026-01-21 12:15:56,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,2.0,蔡欣颖
蔡欣颖,2324,115766000000.0,一阵酥麻痒,1438008792.0,电动车应该增加续航，速度最快60，然后需要考驾照，代替摩托车,2022-06-06 12:44:08,1,否,,2026-01-21 12:13:23,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (3),2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,2814,273679000000.0,无尽的氪金游戏,67159757.0,命重要还是钱重要？,2025-09-04 12:05:24,0,否,,2026-01-21 13:02:39,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,0.0,蔡欣颖
蔡欣颖,3244,116007000000.0,v花落花开v,384631887.0,"禁摩，禁电[doge]
50万以下的汽车禁止上路[doge][doge][doge]",2022-06-08 11:50:53,0,否,,2026-01-21 12:16:27,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,220,282454000000.0,冻柠蛋挞,243875486.0,冷知识：专家不骑电动车[喜极而泣],2025-12-05 00:10:17,4,否,,2026-01-21 12:48:34,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (12),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,347,284605000000.0,流年若梦终成空,37356126.0,这新国标太棒了！,2025-12-07 08:14:15,1,否,,2026-01-21 12:47:04,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (6),2026-01-21 14:24:35,1.0,蔡欣颖
蔡欣颖,1025,282476000000.0,巴别塔武装物资回收部,31522267.0,还没我的好用最高时速就23还比新国标便宜喝酒送的[吃瓜],2025-12-05 10:20:19,0,否,,2026-01-21 12:51:33,B站评论_BV19D2aBhEPi_20260121_125153.xlsx,评论数据,2026-01-21 14:24:34,2.0,蔡欣颖
蔡欣颖,3215,262801000000.0,盛夏的秋刀鱼,117159760.0,为什么限制60v，直接限制续航不就好了，现在续航5km，最多就能跑五公里十公里的,2025-05-26 10:51:36,0,否,,2026-01-21 12:26:31,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,3.0,蔡欣颖
蔡欣颖,698,244443000000.0,独行王者6,108654972.0,丸辣    真不给活路了[热],2024-10-15 13:56:49,3,否,,2026-01-21 12:40:57,B站评论_BV1bc2oYaEhG_20260121_124325.xlsx,评论数据,2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,48,115778000000.0,零kn,43784162.0,回复 @扑腾大曲奇 :非机动车道划的都是停车位，电动车都过不去，必须走机动车道才能过去（我说的是非机动车道和机动车道中间没有绿化的那种）中间隔着绿化的路也被机动车站了最少一半,2022-06-06 14:58:09,62,是,115513000000.0,2026-01-21 12:08:03,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,3.0,蔡欣颖
蔡欣颖,721,284442000000.0,Dr-Zed,412201719.0,笑死了，坐垫还得带走，哈哈哈哈哈。,2025-12-05 18:22:33,0,否,,2026-01-21 12:32:32,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (2),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,999,244754000000.0,A1anceLee,254038228.0,说为什么不坐公交地铁的人，你说有没有可能我这电鸡就是开去地铁站转地铁的呢[doge_金箍],2024-10-16 22:05:38,1,否,,2026-01-21 12:41:48,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据,2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,254,244480000000.0,東海烤鱼,383295082.0,回复 @投食只投洛天依 : 不是，以前的标准是参照欧洲的电动助力自行车，就是脚踏车加电瓶，可以骑行。实际厂家给玩坏了，做成踏板摩托车造型的电动车了，然后就玩坏了。。。越来越偏。,2024-10-15 23:42:38,7,是,244445000000.0,2026-01-21 12:40:15,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据,2026-01-21 14:24:35,3.0,蔡欣颖
蔡欣颖,1432,246498000000.0,恐龙抗狼哈基人,526047508.0,你们那咋样我不清楚，我们这自行车都飞快,2024-11-07 12:38:04,0,是,246203000000.0,2026-01-21 12:38:03,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (9),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,667,284153000000.0,何にも言わない,20317835.0,下坡路段怎么办？,2025-12-02 18:34:26,0,否,,2026-01-21 12:45:12,B站评论_BV1Y5SCBiE8M_20260121_124623.xlsx,评论数据,2026-01-21 14:24:40,3.0,蔡欣颖
蔡欣颖,1332,246278000000.0,塞梗忒DG,11191459.0,"很简单的事！
电摩需要考驾照！ 某些城市应该部分解除禁电摩的限制。",2024-11-08 12:13:31,0,否,,2026-01-21 12:37:37,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (9),2026-01-21 14:24:38,3.0,蔡欣颖
蔡欣颖,3784,262719000000.0,账号已注销,3546890000000000.0,这回投资不过镇南关了[吃瓜],2025-05-25 12:20:03,0,否,,2026-01-21 12:28:39,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,3228,262798000000.0,战斧坦克,1345989171.0,吓死我了，还好是个警告，为交警的执法点赞。,2025-05-26 10:03:13,0,否,,2026-01-21 12:26:36,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,1.0,蔡欣颖
蔡欣颖,487,282487000000.0,CAitVR,551018791.0,没后视镜那我骑78,2025-12-05 12:39:01,1,否,,2026-01-21 12:49:25,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (12),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,739,246582000000.0,打一把铲就睡觉,41400130.0,那些看懂了的人看懂了什么？我是被疯狗一样的外卖员撞过的，在人行道上乱闯。挂个牌照不是好事吗？都遵守交通规则不是挺好吗？这样不是更规范了吗？你看懂了什么？一天给你懂完了是吧。,2024-11-08 13:44:07,0,否,,2026-01-21 12:35:19,B站评论_BV1uNDhYBERK_20260121_123942.xlsx,评论数据,2026-01-21 14:24:40,2.0,蔡欣颖
蔡欣颖,2945,262846000000.0,岳阳之颠,491703186.0,不去源头查，抓骑车的人 是什么个道理,2025-05-26 21:13:31,0,否,,2026-01-21 12:25:30,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,3426,273365000000.0,深海鳕鱼桑,650825576.0,难道是为了促进你直接买轿车吗[笑哭],2025-08-31 18:20:40,0,否,,2026-01-21 13:04:59,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,2.0,蔡欣颖
蔡欣颖,197,284395000000.0,少年围棋人,251355306.0,就是汽车销量不满意催你买车呢,2025-12-05 08:37:16,1,是,284362000000.0,2026-01-21 12:48:34,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (12),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,3022,273520000000.0,哈夫克PLC工控部门,432046531.0,我来告诉你怎么办：电摩,2025-09-02 13:39:18,0,否,,2026-01-21 13:03:25,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,3663,262735000000.0,破空冥,158093388.0,你对人在那说厂家。视频也不看，60是电摩用的不是电动车！看清楚了！,2025-05-25 15:38:02,0,否,,2026-01-21 12:28:09,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,3.0,蔡欣颖
蔡欣颖,513,262677000000.0,回忆是含着泪微笑,225391274.0,大疆action5,2025-05-24 22:37:19,3,是,263676000000.0,2026-01-21 12:17:27,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,630,284553000000.0,AxxxDd,20136413.0,精准制裁了,2025-12-06 18:52:42,0,否,,2026-01-21 12:32:11,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (2),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,555,246230000000.0,随便你干啥aaa,1747756283.0,找个花的比我多的电动车,2024-11-07 19:28:35,1,否,,2026-01-21 12:34:38,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (9),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,1319,246316000000.0,hfyfegus,387537966.0,让你掏钱买牌照考试和保险,2024-11-08 21:01:56,0,否,,2026-01-21 12:37:32,B站评论_BV1uNDhYBERK_20260121_123942.xlsx,评论数据,2026-01-21 14:24:40,2.0,蔡欣颖
蔡欣颖,2872,173405000000.0,songbo567,484022888.0,这个所谓国标，就是没骑过电动车的人，没有科学论证、不切实际的妄想！,2023-07-05 23:19:42,0,否,,2026-01-21 12:15:05,B站评论_BV1DU4y1y74F_20260121_121653.xlsx,评论数据,2026-01-21 14:24:39,2.0,蔡欣颖
蔡欣颖,73,263886000000.0,每次扫黄都有三橋渡,73422143.0,不禁摩也没办法，我在东莞这边不禁摩的地方，经常看到炸街的，还有那些电摩，在十字路口压弯的速度还快，很吓人，特别是深圳这种车多人多，规划的比较早路窄的又不好调整[笑哭]只能一刀切了,2025-05-27 10:02:54,9,是,263788000000.0,2026-01-21 12:16:56,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,2.0,蔡欣颖
蔡欣颖,220,246402000000.0,小寄J,3493090000000000.0,回复 @小寄J :平均一秒15左右，成博尔特了？,2024-11-09 21:43:49,1,是,246639000000.0,2026-01-21 12:33:41,B站评论_BV1uNDhYBERK_20260121_123942.xlsx,评论数据,2026-01-21 14:24:40,0.0,蔡欣颖
蔡欣颖,407,246992000000.0,熠熠生辉14564,1065095835.0,因为专家不用骑电动车,2024-11-13 12:28:14,1,否,,2026-01-21 12:34:07,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (9),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,2164,116432000000.0,尤同学很专注,1489304330.0,哈哈[呲牙],2022-06-11 17:57:52,1,是,116417000000.0,2026-01-21 12:13:02,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,862,274717000000.0,八部众-1,170224928.0,好！希望能真的执行！[打call],2025-08-31 20:17:56,3,否,,2026-01-21 12:55:21,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,1.0,蔡欣颖
蔡欣颖,1513,263868000000.0,账号已注销,3546680000000000.0,你可以试试要求平台退差价，如果他不给你退你就说去市场监管局投诉。,2025-05-27 00:27:10,0,否,,2026-01-21 12:20:16,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,239,282622000000.0,不会伊莎,3546580000000000.0,边骑这车边溜叶子快哉,2025-12-06 18:43:18,2,否,,2026-01-21 12:30:05,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (13),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,64,273683000000.0,赤红色の黎明,262108087.0,为啥电驴后面会有大运呢，好难猜啊[呲牙],2025-09-04 12:48:37,100,是,274964000000.0,2026-01-21 12:54:09,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,0.0,蔡欣颖
蔡欣颖,312,284235000000.0,漫威天羊,1404341620.0,@梦埋葬了我 [热][热][热],2025-12-03 15:56:42,1,否,,2026-01-21 12:44:00,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (10),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,2070,263771000000.0,QQ咩咩好喝到咩噗猹,168055115.0,不让用，你们交警直接把出租电池的去封了啊,2025-05-25 22:33:27,0,否,,2026-01-21 12:22:24,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,2.0,蔡欣颖
蔡欣颖,2779,262881000000.0,siweihan,2677385.0,评论区好多鬼火仔,2025-05-27 10:02:22,0,否,,2026-01-21 12:24:54,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (8),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,369,246415000000.0,高马尾的黄瓜,325347648.0,后面就有时速80的助力自行车[滑稽],2024-11-06 12:18:33,2,否,,2026-01-21 12:34:02,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (9),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,378,282485000000.0,彩虹l记忆,91746162.0,上个坡大爷从你身边路过看着你[doge],2025-12-05 12:17:49,4,否,,2026-01-21 12:31:15,B站评论_BV1cZ2YB1Ee3_20260121_123328.xlsx,评论数据,2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,2612,274004000000.0,对方正在输出__,456119059.0,别愁，上有政策，下有对策。 生产商严格执行的话会销量流失，他们会给你解决这个问题。我有个，随便怎么开都是25，还上的电动自行车的小绿牌。,2025-09-07 19:05:41,0,否,,2026-01-21 13:01:48,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,3.0,蔡欣颖
蔡欣颖,23,282581000000.0,Aa丶所谓,41518264.0,回复 @小阳阳n :那就更应该埋,2025-12-06 11:28:13,9,是,282476000000.0,2026-01-21 12:46:27,B站评论_BV1MJ2aBXE5B_20260121_124815.xlsx,评论数据,2026-01-21 14:24:39,0.0,蔡欣颖
蔡欣颖,2015,263780000000.0,bili_80267724517,517666833.0,智租换电就是60V,2025-05-26 00:11:11,0,否,,2026-01-21 12:22:09,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,3.0,蔡欣颖
蔡欣颖,577,284472000000.0,上班的嘎嘣紫薯包,1214526044.0,所以钱是谁赚的？,2025-12-05 22:55:37,0,否,,2026-01-21 12:49:46,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (12),2026-01-21 14:24:38,0.0,蔡欣颖
蔡欣颖,870,282254000000.0,粗鄙之宇,13619274.0,这是逼外卖小哥买机车？,2025-12-02 21:14:07,0,否,,2026-01-21 12:45:58,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (10),2026-01-21 14:24:36,2.0,蔡欣颖
蔡欣颖,1716,263826000000.0,Lunaria121,335107042.0,所谓电驴安全和社会快节奏发展不符合。公路自行车都能跑35码以上，电驴就只能25码。,2025-05-26 16:24:21,0,否,,2026-01-21 12:21:02,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,2.0,蔡欣颖
蔡欣颖,16,282481000000.0,不忘灬,42910059.0,太好了 以后送外卖可以节奏慢一点  慢慢欣赏沿途不一样的风景[呲牙],2025-12-05 11:32:26,2704,否,,2026-01-21 12:30:44,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (2),2026-01-21 14:24:37,1.0,蔡欣颖
蔡欣颖,2541,115366000000.0,板人周,137024130.0,买摩托,2022-06-03 07:54:09,1,否,,2026-01-21 12:13:54,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,20,284582000000.0,赢学大于科学,430871740.0,回复 @睚眦菌 :那有什么办法？重量只能这个重量，这个重量的5%的塑料，只有这么多，自己想办法,2025-12-06 23:15:56,33,是,282650000000.0,2026-01-21 12:29:44,B站评论_BV19q25BjEhy_20260121_123041.xlsx,评论数据,2026-01-21 14:24:34,3.0,蔡欣颖
蔡欣颖,730,262764000000.0,123654xxx,29210773.0,回复 @乐播剧场 : 电摩其实还分两种，电摩和电轻摩，后者是60V的，前者是72V的。严格点来说，买60V的车，回去装72V的也属于违规。所以其实60V的车一般卖的不好，大多数懂的人都是直接买72V的车。48V的电动自行车只有禁摩地区才是消费主力,2025-05-25 21:34:58,1,是,263754000000.0,2026-01-21 12:17:48,B站评论_BV1rTjtzgEHM_20260121_122941.xlsx,评论数据,2026-01-21 14:24:40,3.0,蔡欣颖
蔡欣颖,943,246445000000.0,被困在陵墓里的始皇帝,1520404733.0,解限速不就完了，车店不给解拼多多有卖的100多,2024-11-06 19:21:31,0,否,,2026-01-21 12:36:05,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (9),2026-01-21 14:24:38,3.0,蔡欣颖
蔡欣颖,772,274926000000.0,暴富顺遂的小语,1919992422.0,没问题啊，骑手用电摩，考d照上路，完全没影响,2025-09-03 01:48:13,4,否,,2026-01-21 12:55:10,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (4),2026-01-21 14:24:35,1.0,蔡欣颖
蔡欣颖,3756,262722000000.0,一落笔生花一,457078595.0,为啥可以生产麻烦解释一下,2025-05-25 12:52:28,0,否,,2026-01-21 12:28:29,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (8),2026-01-21 14:24:38,3.0,蔡欣颖
蔡欣颖,1255,134759000000.0,尤同学很专注,1489304330.0,忍无可忍[呲牙],2022-10-24 07:41:29,0,是,134731000000.0,2026-01-21 12:10:58,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (3),2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,862,282560000000.0,村口大柳,16741167.0,有买了的吗？说出来让我嘲笑一下呗[doge_金箍],2025-12-06 02:57:26,0,否,,2026-01-21 12:50:52,B站评论_BV1bc2oYaEhG_20260121_124325(1).xlsx,评论数据 (12),2026-01-21 14:24:36,0.0,蔡欣颖
蔡欣颖,3017,273522000000.0,赤警秀一,362480769.0,你们仅仅因为买不起车，就都去买电驴了，这能行吗？买不起车就要贷款买车，要不然就去乘坐公共交通，让人家看到赞马路上全是电动车像话吗，那还怎么扬我国威,2025-09-02 14:07:39,0,否,,2026-01-21 13:03:25,B站评论_BV1M7h9z8EtH_20260121_130616.xlsx,评论数据,2026-01-21 14:24:39,2.0,蔡欣颖
蔡欣颖,1296,244504000000.0,e6n4,522436150.0,不一定,2024-10-16 12:00:29,0,是,244486000000.0,2026-01-21 12:42:44,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据,2026-01-21 14:24:37,0.0,蔡欣颖
蔡欣颖,3102,273489000000.0,凛若_冰霜,383350868.0,实际上影响没这么大，严管的地区跑快的基本都已经上牌了；管的松的地方该怎么瞎改装的还是会改装，不过只要出事交警就会鉴定，只要有问题就不会按电自处理,2025-09-02 01:33:32,0,否,,2026-01-21 13:03:47,B站评论_BV1bc2oYaEhG_20260121_124325(2).xlsx,评论数据 (4),2026-01-21 14:24:37,3.0,蔡欣颖
